order_id,order_date,product_id,product_name,category,brand,customer_id,customer_segment,region,city,state,quantity_sold,price,discount,stock_available,shipping_fee,payment_method,fulfillment_type,order_status,return_requested,rating,device_type,coupon_code,warehouse_zone,seller_notes,promo_flag
ORD80017,2025-01-01,1017,Laptop Stand,Accessories,CarryNest,CUST4144,Repeat,West,Vadodara,Gujarat,6,1735,20,65,44,UPI,Warehouse,Delivered,No,3.9,Desktop,SAVE15,A,Fast moving item,Yes
ORD80018,2025-01-01,1018,Screen Cleaner Kit,Accessories,LoopGear,CUST4153,VIP,West,Rajkot,Gujarat,8,1920,5,91,59,Card,Marketplace,Delivered,No,4.1,Tablet,FEST20,B,Stable demand,Yes
ORD80019,2025-01-01,1019,Travel Adapter,Accessories,FlexCase,CUST4162,New,West,Mumbai,Maharashtra,6,2105,8,117,74,COD,Warehouse,Shipped,No,4.3,Mobile,MEGA5,C,Seasonal demand,Yes
ORD80020,2025-01-01,1020,Stylus Pen,Accessories,PackPoint,CUST4171,Repeat,West,Pune,Maharashtra,8,2290,10,143,89,NetBanking,Marketplace,Processing,No,4.6,Desktop,,D,Premium segment,Yes
ORD80021,2025-01-01,1021,Smart Bulb,Home,BrightNest,CUST4180,VIP,West,Nagpur,Maharashtra,3,600,5,47,29,UPI,Warehouse,Delivered,No,3.8,Tablet,NEW10,A,Fast moving item,Yes
ORD80022,2025-01-01,1022,LED Desk Lamp,Home,ClayCraft,CUST4189,New,North,Delhi,Delhi,5,785,8,73,44,Card,Marketplace,Delivered,No,4.0,Mobile,SAVE15,B,Stable demand,Yes
ORD80023,2025-01-01,1023,Ceramic Coffee Mug,Home,HomeGlow,CUST4198,Repeat,North,Jaipur,Rajasthan,7,970,10,144,59,COD,Warehouse,Shipped,No,4.2,Desktop,FEST20,C,Seasonal demand,Yes
ORD80024,2025-01-01,1024,Water Bottle,Home,NordLeaf,CUST4207,VIP,North,Lucknow,Uttar Pradesh,9,1155,12,125,74,NetBanking,Marketplace,Processing,No,4.5,Tablet,MEGA5,D,Premium segment,Yes
ORD80025,2025-01-01,1025,Air Purifier Filter,Home,AuraLite,CUST4216,New,South,Bengaluru,Karnataka,7,1340,15,119,89,UPI,Warehouse,Delivered,No,4.7,Mobile,,A,Fast moving item,Yes
ORD80026,2025-01-01,1026,Wall Clock,Home,BrightNest,CUST4225,Repeat,South,Hyderabad,Telangana,4,1450,18,55,29,Card,Marketplace,Delivered,No,4.4,Desktop,NEW10,B,Stable demand,Yes
ORD80027,2025-01-01,1027,Storage Basket,Home,ClayCraft,CUST4234,VIP,South,Chennai,Tamil Nadu,6,1635,20,126,44,COD,Warehouse,Shipped,No,3.9,Tablet,SAVE15,C,Seasonal demand,Yes
ORD80028,2025-01-01,1028,Table Runner,Home,HomeGlow,CUST4243,New,East,Kolkata,West Bengal,8,1820,5,107,59,NetBanking,Marketplace,Processing,No,4.1,Mobile,FEST20,D,Premium segment,Yes
ORD80029,2025-01-01,1029,Scented Candle,Home,NordLeaf,CUST4252,Repeat,West,Ahmedabad,Gujarat,6,2005,8,101,74,UPI,Warehouse,Delivered,No,4.3,Desktop,MEGA5,A,Fast moving item,Yes
ORD80030,2025-01-01,1030,Bedside Lamp,Home,AuraLite,CUST4261,VIP,West,Surat,Gujarat,8,2190,10,127,89,Card,Marketplace,Delivered,No,4.6,Tablet,,B,Stable demand,Yes
ORD80031,2025-01-01,1031,Running Shoes,Fashion,SprintX,CUST4270,New,West,Vadodara,Gujarat,3,1400,5,51,29,COD,Warehouse,Shipped,No,3.8,Mobile,NEW10,C,Seasonal demand,Yes
ORD80032,2025-01-01,1032,Casual Sneakers,Fashion,ModaCrew,CUST4279,Repeat,West,Rajkot,Gujarat,5,1585,8,77,44,NetBanking,Marketplace,Processing,Yes,4.0,Desktop,SAVE15,D,Premium segment,Yes
ORD80033,2025-01-01,1033,Denim Jacket,Fashion,UrbanBeat,CUST4288,VIP,West,Mumbai,Maharashtra,7,1770,10,71,59,UPI,Warehouse,Delivered,No,4.2,Tablet,FEST20,A,Fast moving item,Yes
ORD80034,2025-01-01,1034,Sports T-Shirt,Fashion,FitWear,CUST4297,New,West,Pune,Maharashtra,9,1955,12,97,74,Card,Marketplace,Delivered,No,4.5,Mobile,MEGA5,B,Stable demand,Yes
ORD80035,2025-01-01,1035,Leather Wallet,Fashion,StreetRoot,CUST4306,Repeat,West,Nagpur,Maharashtra,7,2140,15,123,89,COD,Warehouse,Shipped,No,4.7,Desktop,,C,Seasonal demand,Yes
ORD80036,2025-01-01,1036,Sunglasses,Fashion,SprintX,CUST4315,VIP,North,Delhi,Delhi,4,2250,18,59,29,NetBanking,Marketplace,Processing,No,4.4,Tablet,NEW10,D,Premium segment,Yes
ORD80037,2025-01-01,1037,Fitness Band Strap,Fashion,ModaCrew,CUST4324,New,North,Jaipur,Rajasthan,6,2435,20,53,44,UPI,Warehouse,Delivered,No,3.9,Mobile,SAVE15,A,Fast moving item,Yes
ORD80038,2025-01-01,1038,Cap,Fashion,UrbanBeat,CUST4333,Repeat,North,Lucknow,Uttar Pradesh,8,2620,5,79,59,Card,Marketplace,Delivered,No,4.1,Desktop,FEST20,B,Stable demand,Yes
ORD80039,2025-01-01,1039,Travel Hoodie,Fashion,FitWear,CUST4342,VIP,South,Bengaluru,Karnataka,6,2805,8,105,74,COD,Warehouse,Shipped,No,4.3,Tablet,MEGA5,C,Seasonal demand,Yes
ORD80040,2025-01-01,1040,Gym Bag,Fashion,StreetRoot,CUST4351,New,South,Hyderabad,Telangana,8,2990,10,131,89,NetBanking,Marketplace,Processing,No,4.6,Mobile,,D,Premium segment,Yes
ORD80041,2025-01-01,1041,Protein Powder,Health,NutriCore,CUST4360,Repeat,South,Chennai,Tamil Nadu,3,1200,5,35,29,UPI,Warehouse,Delivered,No,3.8,Desktop,NEW10,A,Fast moving item,Yes
ORD80042,2025-01-01,1042,Yoga Mat,Health,FlexFit,CUST4369,VIP,East,Kolkata,West Bengal,5,1385,8,61,44,Card,Marketplace,Delivered,No,4.0,Tablet,SAVE15,B,Stable demand,Yes
ORD80043,2025-01-01,1043,Resistance Band,Health,HealWell,CUST4378,New,West,Ahmedabad,Gujarat,7,1570,10,87,59,COD,Warehouse,Shipped,No,4.2,Mobile,FEST20,C,Seasonal demand,Yes
ORD80044,2025-01-01,1044,Massager Gun,Health,ZenPulse,CUST4387,Repeat,West,Surat,Gujarat,9,1755,12,113,74,NetBanking,Marketplace,Processing,No,4.5,Desktop,MEGA5,D,Premium segment,Yes
ORD80045,2025-01-01,1045,Vitamin Gummies,Health,ActiveLife,CUST4396,VIP,West,Vadodara,Gujarat,7,1940,15,107,89,UPI,Warehouse,Delivered,No,4.7,Tablet,,A,Fast moving item,Yes
ORD80046,2025-01-01,1046,Foam Roller,Health,NutriCore,CUST4405,New,West,Rajkot,Gujarat,4,2050,18,43,29,Card,Marketplace,Delivered,No,4.4,Mobile,NEW10,B,Stable demand,Yes
ORD80047,2025-01-01,1047,Jump Rope,Health,FlexFit,CUST4414,Repeat,West,Mumbai,Maharashtra,6,2235,20,69,44,COD,Warehouse,Shipped,No,3.9,Desktop,SAVE15,C,Seasonal demand,Yes
ORD80048,2025-01-01,1048,Smart Scale,Health,HealWell,CUST4423,VIP,West,Pune,Maharashtra,8,2420,5,95,59,NetBanking,Marketplace,Processing,No,4.1,Tablet,FEST20,D,Premium segment,Yes
ORD80049,2025-01-01,1049,Herbal Tea Pack,Health,ZenPulse,CUST4432,New,West,Nagpur,Maharashtra,6,2605,8,89,74,UPI,Warehouse,Delivered,No,4.3,Mobile,MEGA5,A,Fast moving item,Yes
ORD80050,2025-01-01,1050,Posture Corrector,Health,ActiveLife,CUST4441,Repeat,North,Delhi,Delhi,8,2790,10,115,89,Card,Marketplace,Delivered,No,4.6,Desktop,,B,Stable demand,Yes
ORD80051,2025-01-01,1051,Office Chair,Office,DeskMate,CUST4450,VIP,North,Jaipur,Rajasthan,3,900,5,39,29,COD,Warehouse,Shipped,No,3.8,Tablet,NEW10,C,Seasonal demand,Yes
ORD80052,2025-01-01,1052,Notebook Set,Office,WorkGrid,CUST4459,New,North,Lucknow,Uttar Pradesh,5,1085,8,77,44,NetBanking,Marketplace,Processing,No,4.0,Mobile,SAVE15,D,Premium segment,Yes
ORD80053,2025-01-01,1053,Planner,Office,NoteHive,CUST4468,Repeat,South,Bengaluru,Karnataka,7,1270,10,71,59,UPI,Warehouse,Delivered,No,4.2,Desktop,FEST20,A,Fast moving item,Yes
ORD80054,2025-01-01,1054,Marker Pack,Office,PrimeOffice,CUST4477,VIP,South,Hyderabad,Telangana,9,1455,12,97,74,Card,Marketplace,Delivered,No,4.5,Tablet,MEGA5,B,Stable demand,Yes
ORD80055,2025-01-01,1055,Printer Ink,Office,TaskFlow,CUST4486,New,South,Chennai,Tamil Nadu,7,1640,15,123,89,COD,Warehouse,Shipped,No,4.7,Mobile,,C,Seasonal demand,Yes
ORD80056,2025-01-01,1056,Standing Desk Converter,Office,DeskMate,CUST4495,Repeat,East,Kolkata,West Bengal,4,1750,18,59,29,NetBanking,Marketplace,Processing,No,4.4,Desktop,NEW10,D,Premium segment,Yes
ORD80057,2025-01-01,1057,Whiteboard,Office,WorkGrid,CUST4004,VIP,West,Ahmedabad,Gujarat,6,1935,20,53,44,UPI,Warehouse,Delivered,No,3.9,Tablet,SAVE15,A,Fast moving item,Yes
ORD80058,2025-01-01,1058,Pen Drive,Office,NoteHive,CUST4013,New,West,Surat,Gujarat,8,2120,5,79,59,Card,Marketplace,Delivered,No,4.1,Mobile,FEST20,B,Stable demand,Yes
ORD80059,2025-01-01,1059,Document Folder,Office,PrimeOffice,CUST4022,Repeat,West,Vadodara,Gujarat,6,2305,8,105,74,COD,Warehouse,Shipped,No,4.3,Desktop,MEGA5,C,Seasonal demand,Yes
ORD80060,2025-01-01,1060,Conference Speaker,Office,TaskFlow,CUST4031,VIP,West,Rajkot,Gujarat,8,2490,10,131,89,NetBanking,Marketplace,Processing,No,4.6,Tablet,,D,Premium segment,Yes
ORD80061,2025-01-01,1061,Face Serum,Beauty,GlowLeaf,CUST4040,New,West,Mumbai,Maharashtra,3,850,5,35,29,UPI,Warehouse,Delivered,No,3.8,Mobile,NEW10,A,Fast moving item,Yes
ORD80062,2025-01-01,1062,Lip Balm,Beauty,PureBlend,CUST4049,Repeat,West,Pune,Maharashtra,5,1035,8,61,44,Card,Marketplace,Delivered,No,4.0,Desktop,SAVE15,B,Stable demand,Yes
ORD80063,2025-01-01,1063,Hair Dryer,Beauty,SoftShine,CUST4058,VIP,West,Nagpur,Maharashtra,7,1220,10,87,59,COD,Warehouse,Shipped,Yes,4.2,Tablet,FEST20,C,Seasonal demand,Yes
ORD80064,2025-01-01,1064,Face Wash,Beauty,SkinAura,CUST4067,New,North,Delhi,Delhi,9,1405,12,113,74,NetBanking,Marketplace,Processing,No,4.5,Mobile,MEGA5,D,Premium segment,Yes
ORD80065,2025-01-01,1065,Sunscreen Lotion,Beauty,TrimNest,CUST4076,Repeat,North,Jaipur,Rajasthan,7,1590,15,107,89,UPI,Warehouse,Delivered,No,4.7,Desktop,,A,Fast moving item,Yes
ORD80066,2025-01-01,1066,Body Mist,Beauty,GlowLeaf,CUST4085,VIP,North,Lucknow,Uttar Pradesh,4,1700,18,43,29,Card,Marketplace,Delivered,No,4.4,Tablet,NEW10,B,Stable demand,Yes
ORD80067,2025-01-01,1067,Beard Trimmer,Beauty,PureBlend,CUST4094,New,South,Bengaluru,Karnataka,6,1885,20,69,44,COD,Warehouse,Shipped,No,3.9,Mobile,SAVE15,C,Seasonal demand,Yes
ORD80068,2025-01-01,1068,Hair Straightener,Beauty,SoftShine,CUST4103,Repeat,South,Hyderabad,Telangana,8,2070,5,95,59,NetBanking,Marketplace,Processing,No,4.1,Desktop,FEST20,D,Premium segment,Yes
ORD80069,2025-01-01,1069,Moisturizer,Beauty,SkinAura,CUST4112,VIP,South,Chennai,Tamil Nadu,6,2255,8,89,74,UPI,Warehouse,Delivered,No,4.3,Tablet,MEGA5,A,Fast moving item,Yes
ORD80070,2025-01-01,1070,Makeup Brush Set,Beauty,TrimNest,CUST4121,New,East,Kolkata,West Bengal,8,2440,10,115,89,Card,Marketplace,Delivered,No,4.6,Mobile,,B,Stable demand,Yes
ORD80071,2025-01-02,1001,Wireless Mouse,Electronics,Voltix,CUST4011,Repeat,West,Surat,Gujarat,2,1815,5,35,29,Card,Marketplace,Delivered,No,3.9,Desktop,SAVE15,B,Stable demand,No
ORD80072,2025-01-02,1002,Bluetooth Keyboard,Electronics,SoundMax,CUST4020,VIP,West,Vadodara,Gujarat,4,2000,8,61,44,COD,Warehouse,Shipped,No,4.1,Tablet,FEST20,C,Seasonal demand,No
ORD80073,2025-01-02,1003,Gaming Headset,Electronics,VisionOne,CUST4029,New,West,Rajkot,Gujarat,6,2185,10,87,59,NetBanking,Marketplace,Processing,No,4.3,Mobile,MEGA5,D,Premium segment,No
ORD80074,2025-01-02,1004,USB-C Charger,Electronics,TechAura,CUST4038,Repeat,West,Mumbai,Maharashtra,8,2370,12,113,74,UPI,Warehouse,Delivered,No,4.6,Desktop,,A,Fast moving item,No
ORD80075,2025-01-02,1005,Webcam HD,Electronics,ByteCraft,CUST4047,VIP,West,Pune,Maharashtra,1,2480,15,107,89,Card,Marketplace,Delivered,No,4.3,Tablet,NEW10,B,Stable demand,No
ORD80076,2025-01-02,1006,Power Bank,Electronics,Voltix,CUST4056,New,West,Nagpur,Maharashtra,3,2665,18,43,29,COD,Warehouse,Shipped,No,4.5,Mobile,SAVE15,C,Seasonal demand,No
ORD80077,2025-01-02,1007,Smart Watch,Electronics,SoundMax,CUST4065,Repeat,North,Delhi,Delhi,5,2850,20,69,44,NetBanking,Marketplace,Processing,No,4.0,Desktop,FEST20,D,Premium segment,No
ORD80078,2025-01-02,1008,Portable SSD,Electronics,VisionOne,CUST4074,VIP,North,Jaipur,Rajasthan,7,3035,5,95,59,UPI,Warehouse,Delivered,No,4.2,Tablet,MEGA5,A,Fast moving item,No
ORD80079,2025-01-02,1009,Noise Cancelling Headphones,Electronics,TechAura,CUST4083,New,North,Lucknow,Uttar Pradesh,5,3220,8,77,74,Card,Marketplace,Delivered,No,4.4,Mobile,,B,Stable demand,No
ORD80080,2025-01-02,1010,LED Monitor,Electronics,ByteCraft,CUST4092,Repeat,South,Bengaluru,Karnataka,2,3330,10,115,89,COD,Warehouse,Shipped,No,4.2,Desktop,NEW10,C,Seasonal demand,No
ORD80081,2025-01-02,1011,Laptop Sleeve,Accessories,UrbanTrail,CUST4101,VIP,South,Hyderabad,Telangana,2,715,5,63,29,NetBanking,Marketplace,Processing,No,3.9,Tablet,SAVE15,D,Premium segment,No
ORD80082,2025-01-02,1012,Phone Case,Accessories,CarryNest,CUST4110,New,South,Chennai,Tamil Nadu,4,900,8,89,44,UPI,Warehouse,Delivered,No,4.1,Mobile,FEST20,A,Fast moving item,No
ORD80083,2025-01-02,1013,Desk Organizer,Accessories,LoopGear,CUST4119,Repeat,East,Kolkata,West Bengal,6,1085,10,83,59,Card,Marketplace,Delivered,No,4.3,Desktop,MEGA5,B,Stable demand,No
ORD80084,2025-01-02,1014,Cable Protector,Accessories,FlexCase,CUST4128,VIP,West,Ahmedabad,Gujarat,8,1270,12,109,74,COD,Warehouse,Shipped,No,4.6,Tablet,,C,Seasonal demand,No
ORD80085,2025-01-02,1015,Mouse Pad,Accessories,PackPoint,CUST4137,New,West,Surat,Gujarat,1,1380,15,180,89,NetBanking,Marketplace,Processing,No,4.3,Mobile,NEW10,D,Premium segment,No
ORD80086,2025-01-02,1016,Backpack,Accessories,UrbanTrail,CUST4146,Repeat,West,Vadodara,Gujarat,3,1565,18,71,29,UPI,Warehouse,Delivered,No,4.5,Desktop,SAVE15,A,Fast moving item,No
ORD80087,2025-01-02,1017,Laptop Stand,Accessories,CarryNest,CUST4155,VIP,West,Rajkot,Gujarat,5,1750,20,65,44,Card,Marketplace,Delivered,No,4.0,Tablet,FEST20,B,Stable demand,No
ORD80088,2025-01-02,1018,Screen Cleaner Kit,Accessories,LoopGear,CUST4164,New,West,Mumbai,Maharashtra,7,1935,5,91,59,COD,Warehouse,Shipped,No,4.2,Mobile,MEGA5,C,Seasonal demand,No
ORD80089,2025-01-02,1019,Travel Adapter,Accessories,FlexCase,CUST4173,Repeat,West,Pune,Maharashtra,5,2120,8,117,74,NetBanking,Marketplace,Processing,No,4.4,Desktop,,D,Premium segment,No
ORD80090,2025-01-02,1020,Stylus Pen,Accessories,PackPoint,CUST4182,VIP,West,Nagpur,Maharashtra,2,2230,10,143,89,UPI,Warehouse,Delivered,No,4.2,Tablet,NEW10,A,Fast moving item,No
ORD80091,2025-01-02,1021,Smart Bulb,Home,BrightNest,CUST4191,New,North,Delhi,Delhi,2,615,5,47,29,Card,Marketplace,Delivered,No,3.9,Mobile,SAVE15,B,Stable demand,No
ORD80092,2025-01-02,1022,LED Desk Lamp,Home,ClayCraft,CUST4200,Repeat,North,Jaipur,Rajasthan,4,800,8,73,44,COD,Warehouse,Shipped,No,4.1,Desktop,FEST20,C,Seasonal demand,No
ORD80093,2025-01-02,1023,Ceramic Coffee Mug,Home,HomeGlow,CUST4209,VIP,North,Lucknow,Uttar Pradesh,6,985,10,144,59,NetBanking,Marketplace,Processing,No,4.3,Tablet,MEGA5,D,Premium segment,No
ORD80094,2025-01-02,1024,Water Bottle,Home,NordLeaf,CUST4218,New,South,Bengaluru,Karnataka,8,1170,12,125,74,UPI,Warehouse,Delivered,No,4.6,Mobile,,A,Fast moving item,No
ORD80095,2025-01-02,1025,Air Purifier Filter,Home,AuraLite,CUST4227,Repeat,South,Hyderabad,Telangana,1,1280,15,119,89,Card,Marketplace,Delivered,No,4.3,Desktop,NEW10,B,Stable demand,No
ORD80096,2025-01-02,1026,Wall Clock,Home,BrightNest,CUST4236,VIP,South,Chennai,Tamil Nadu,3,1465,18,55,29,COD,Warehouse,Shipped,No,4.5,Tablet,SAVE15,C,Seasonal demand,No
ORD80097,2025-01-02,1027,Storage Basket,Home,ClayCraft,CUST4245,New,East,Kolkata,West Bengal,5,1650,20,126,44,NetBanking,Marketplace,Processing,No,4.0,Mobile,FEST20,D,Premium segment,No
ORD80098,2025-01-02,1028,Table Runner,Home,HomeGlow,CUST4254,Repeat,West,Ahmedabad,Gujarat,7,1835,5,107,59,UPI,Warehouse,Delivered,No,4.2,Desktop,MEGA5,A,Fast moving item,No
ORD80099,2025-01-02,1029,Scented Candle,Home,NordLeaf,CUST4263,VIP,West,Surat,Gujarat,5,2020,8,101,74,Card,Marketplace,Delivered,No,4.4,Tablet,,B,Stable demand,No
ORD80100,2025-01-02,1030,Bedside Lamp,Home,AuraLite,CUST4272,New,West,Vadodara,Gujarat,2,2130,10,127,89,COD,Warehouse,Shipped,No,4.2,Mobile,NEW10,C,Seasonal demand,No
ORD80101,2025-01-02,1031,Running Shoes,Fashion,SprintX,CUST4281,Repeat,West,Rajkot,Gujarat,2,1415,5,51,29,NetBanking,Marketplace,Processing,Yes,3.9,Desktop,SAVE15,D,Premium segment,No
ORD80102,2025-01-02,1032,Casual Sneakers,Fashion,ModaCrew,CUST4290,VIP,West,Mumbai,Maharashtra,4,1600,8,77,44,UPI,Warehouse,Delivered,No,4.1,Tablet,FEST20,A,Fast moving item,No
ORD80103,2025-01-02,1033,Denim Jacket,Fashion,UrbanBeat,CUST4299,New,West,Pune,Maharashtra,6,1785,10,71,59,Card,Marketplace,Delivered,No,4.3,Mobile,MEGA5,B,Stable demand,No
ORD80104,2025-01-02,1034,Sports T-Shirt,Fashion,FitWear,CUST4308,Repeat,West,Nagpur,Maharashtra,8,1970,12,97,74,COD,Warehouse,Shipped,No,4.6,Desktop,,C,Seasonal demand,No
ORD80105,2025-01-02,1035,Leather Wallet,Fashion,StreetRoot,CUST4317,VIP,North,Delhi,Delhi,1,2080,15,123,89,NetBanking,Marketplace,Processing,No,4.3,Tablet,NEW10,D,Premium segment,No
ORD80106,2025-01-02,1036,Sunglasses,Fashion,SprintX,CUST4326,New,North,Jaipur,Rajasthan,3,2265,18,59,29,UPI,Warehouse,Delivered,No,4.5,Mobile,SAVE15,A,Fast moving item,No
ORD80107,2025-01-02,1037,Fitness Band Strap,Fashion,ModaCrew,CUST4335,Repeat,North,Lucknow,Uttar Pradesh,5,2450,20,53,44,Card,Marketplace,Delivered,No,4.0,Desktop,FEST20,B,Stable demand,No
ORD80108,2025-01-02,1038,Cap,Fashion,UrbanBeat,CUST4344,VIP,South,Bengaluru,Karnataka,7,2635,5,79,59,COD,Warehouse,Shipped,No,4.2,Tablet,MEGA5,C,Seasonal demand,No
ORD80109,2025-01-02,1039,Travel Hoodie,Fashion,FitWear,CUST4353,New,South,Hyderabad,Telangana,5,2820,8,105,74,NetBanking,Marketplace,Processing,No,4.4,Mobile,,D,Premium segment,No
ORD80110,2025-01-02,1040,Gym Bag,Fashion,StreetRoot,CUST4362,Repeat,South,Chennai,Tamil Nadu,2,2930,10,131,89,UPI,Warehouse,Delivered,No,4.2,Desktop,NEW10,A,Fast moving item,No
ORD80111,2025-01-02,1041,Protein Powder,Health,NutriCore,CUST4371,VIP,East,Kolkata,West Bengal,2,1215,5,35,29,Card,Marketplace,Delivered,No,3.9,Tablet,SAVE15,B,Stable demand,No
ORD80112,2025-01-02,1042,Yoga Mat,Health,FlexFit,CUST4380,New,West,Ahmedabad,Gujarat,4,1400,8,61,44,COD,Warehouse,Shipped,No,4.1,Mobile,FEST20,C,Seasonal demand,No
ORD80113,2025-01-02,1043,Resistance Band,Health,HealWell,CUST4389,Repeat,West,Surat,Gujarat,6,1585,10,87,59,NetBanking,Marketplace,Processing,No,4.3,Desktop,MEGA5,D,Premium segment,No
ORD80114,2025-01-02,1044,Massager Gun,Health,ZenPulse,CUST4398,VIP,West,Vadodara,Gujarat,8,1770,12,113,74,UPI,Warehouse,Delivered,No,4.6,Tablet,,A,Fast moving item,No
ORD80115,2025-01-02,1045,Vitamin Gummies,Health,ActiveLife,CUST4407,New,West,Rajkot,Gujarat,1,1880,15,107,89,Card,Marketplace,Delivered,No,4.3,Mobile,NEW10,B,Stable demand,No
ORD80116,2025-01-02,1046,Foam Roller,Health,NutriCore,CUST4416,Repeat,West,Mumbai,Maharashtra,3,2065,18,43,29,COD,Warehouse,Shipped,No,4.5,Desktop,SAVE15,C,Seasonal demand,No
ORD80117,2025-01-02,1047,Jump Rope,Health,FlexFit,CUST4425,VIP,West,Pune,Maharashtra,5,2250,20,69,44,NetBanking,Marketplace,Processing,No,4.0,Tablet,FEST20,D,Premium segment,No
ORD80118,2025-01-02,1048,Smart Scale,Health,HealWell,CUST4434,New,West,Nagpur,Maharashtra,7,2435,5,95,59,UPI,Warehouse,Delivered,No,4.2,Mobile,MEGA5,A,Fast moving item,No
ORD80119,2025-01-02,1049,Herbal Tea Pack,Health,ZenPulse,CUST4443,Repeat,North,Delhi,Delhi,5,2620,8,89,74,Card,Marketplace,Delivered,No,4.4,Desktop,,B,Stable demand,No
ORD80120,2025-01-02,1050,Posture Corrector,Health,ActiveLife,CUST4452,VIP,North,Jaipur,Rajasthan,2,2730,10,115,89,COD,Warehouse,Shipped,No,4.2,Tablet,NEW10,C,Seasonal demand,No
ORD80121,2025-01-02,1051,Office Chair,Office,DeskMate,CUST4461,New,North,Lucknow,Uttar Pradesh,2,915,5,39,29,NetBanking,Marketplace,Processing,No,3.9,Mobile,SAVE15,D,Premium segment,No
ORD80122,2025-01-02,1052,Notebook Set,Office,WorkGrid,CUST4470,Repeat,South,Bengaluru,Karnataka,4,1100,8,77,44,UPI,Warehouse,Delivered,No,4.1,Desktop,FEST20,A,Fast moving item,No
ORD80123,2025-01-02,1053,Planner,Office,NoteHive,CUST4479,VIP,South,Hyderabad,Telangana,6,1285,10,71,59,Card,Marketplace,Delivered,No,4.3,Tablet,MEGA5,B,Stable demand,No
