order_id,date,product_id,product_name,category,brand,customer_id,customer_segment,region,city,state,quantity_sold,price,discount,stock_available,shipping_fee,payment_method,fulfillment_type,order_status,return_requested,rating,device_type,coupon_code,warehouse_zone,seller_notes,promo_flag,month,day,day_of_week,day_of_year,week_of_year,is_weekend,day_of_week_sin,day_of_week_cos,month_sin,month_cos,category_code,brand_code,city_code,state_code,region_code,customer_segment_code,payment_method_code,fulfillment_type_code,return_requested_code,device_type_code,order_status_code,product_code,lag_1,lag_2,lag_3,lag_7,rolling_mean_3,rolling_mean_7,rolling_std_7,expanding_mean,product_avg_sales,predicted_sales,revenue,stock_status,recommendation
ORD50012,2024-01-03,2001,Running Shoes,Fashion,SprintX,CUST3009,Repeat,North,Lucknow,Delhi,4,1400,5,185,67,Wallet,Warehouse,Delivered,No,4.7,Mobile,MEGA5,B,Discount-driven sales,No,1,3,2,3,1,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,2.0,18.0,11.0,0.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0,17.0,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,0.0,5.216730038022813,6.456521739130435,4.368920597353881,6116.488836295433,Overstock,Apply Discount
ORD50009,2024-01-03,5002,Startup Playbook,Books,BookNest,CUST3047,Repeat,North,Lucknow,Delhi,5,1870,12,186,0,Wallet,Marketplace,Delivered,No,3.8,Tablet,MEGA5,B,Stable demand,Yes,1,3,2,3,1,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0.0,1.0,11.0,0.0,1.0,1.0,4.0,1.0,0.0,2.0,0.0,21.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.71564277208161,8818.25198379261,Overstock,Apply Discount
ORD50013,2024-01-04,3003,Smart Scale,Health,HealWell,CUST3071,VIP,East,Patna,West Bengal,3,2465,8,95,103,NetBanking,Warehouse,Delivered,No,3.3,Tablet,NEW10,C,Stable demand,Yes,1,4,3,4,1,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,3.0,9.0,12.0,3.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,18.0,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,0.0,5.216730038022813,4.258620689655173,3.5356601643742978,8715.402305182644,Overstock,Apply Discount
ORD50015,2024-01-04,2001,Running Shoes,Fashion,SprintX,CUST3050,New,North,Lucknow,Delhi,4,1400,10,152,49,COD,Marketplace,Delivered,No,3.3,Desktop,SAVE15,A,High repeat orders,Yes,1,4,3,4,1,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,2.0,18.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,3.948551249692298,5527.9717495692175,Overstock,Apply Discount
ORD50016,2024-01-04,1001,Wireless Mouse,Electronics,Voltix,CUST3056,VIP,North,Lucknow,Delhi,3,1800,10,183,0,COD,Direct,Processing,No,4.2,Tablet,FLASH30,A,Seasonal demand,Yes,1,4,3,4,1,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,1.0,23.0,11.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,23.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,2.8983818236019143,5217.087282483446,Overstock,Apply Discount
ORD50014,2024-01-04,1002,Bluetooth Keyboard,Electronics,SoundMax,CUST3008,VIP,West,Surat,Gujarat,4,1985,5,116,0,Card,Marketplace,Delivered,No,3.6,Tablet,NEW10,A,Discount-driven sales,No,1,4,3,4,1,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,1.0,17.0,14.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,0.0,5.216730038022813,2.186046511627907,4.143875260748029,8225.592392584838,Overstock,Apply Discount
ORD50019,2024-01-05,1005,Power Bank,Electronics,ByteCraft,CUST3022,Repeat,East,Bhubaneswar,West Bengal,5,2725,0,195,49,UPI,Warehouse,Delivered,No,4.9,Tablet,MEGA5,C,Seasonal demand,No,1,5,4,5,1,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,1.0,3.0,2.0,3.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,13.0,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,0.0,5.216730038022813,2.0545454545454547,4.813479471266339,13116.731559200773,Overstock,Apply Discount
ORD50018,2024-01-05,4003,Knife Set,Kitchen,KitchenHub,CUST3019,VIP,West,Ahmedabad,Gujarat,3,1810,12,80,85,UPI,Marketplace,Delivered,No,3.4,Desktop,Unknown,A,Premium segment,Yes,1,5,4,5,1,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,4.0,11.0,0.0,1.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.1561975502716075,3902.7175659916097,Overstock,Apply Discount
ORD50017,2024-01-05,5004,Business Strategy,Books,BrightPages,CUST3062,Repeat,South,Chennai,Karnataka,7,850,5,202,99,UPI,Warehouse,Delivered,No,3.3,Desktop,FEST20,C,Seasonal demand,No,1,5,4,5,1,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,9.0,7.546368917084381,6414.4135795217235,Overstock,Apply Discount
ORD50021,2024-01-06,1002,Bluetooth Keyboard,Electronics,SoundMax,CUST3055,Repeat,South,Bangalore,Karnataka,6,1985,5,115,85,COD,Marketplace,Delivered,No,3.9,Tablet,MEGA5,C,Stable demand,No,1,6,5,6,1,1,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1.0,17.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.743749114325386,9416.341991935891,Overstock,Apply Discount
ORD50022,2024-01-06,4001,Coffee Press,Kitchen,MealMint,CUST3040,VIP,East,Kolkata,West Bengal,2,1625,5,126,49,UPI,Direct,Shipped,No,4.4,Desktop,Unknown,C,High repeat orders,Yes,1,6,5,6,1,1,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,4.0,12.0,10.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,2.6194227917630775,4256.562036615001,Overstock,Apply Discount
ORD50020,2024-01-06,3003,Smart Scale,Health,HealWell,CUST3024,Repeat,South,Chennai,Karnataka,2,2465,15,76,49,COD,Marketplace,Shipped,No,3.7,Tablet,Unknown,C,Stable demand,Yes,1,6,5,6,1,1,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,3.0,9.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,18.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,2.3968535785008287,5908.244071004543,Overstock,Apply Discount
ORD50023,2024-01-07,5002,Startup Playbook,Books,BookNest,CUST3077,VIP,South,Chennai,Karnataka,5,1870,0,190,49,COD,Marketplace,Delivered,No,4.1,Tablet,FEST20,A,Premium segment,No,1,7,6,7,1,1,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.0,1.0,4.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,21.0,5.0,4.0,4.0,4.0,4.5,4.5,0.7071067811865476,4.5,4.5,5.034422585264724,9414.370234445034,Overstock,Apply Discount
ORD50027,2024-01-07,4005,Electric Kettle,Kitchen,HeatWave,CUST3019,VIP,North,Jaipur,Delhi,4,2180,0,137,0,Card,Warehouse,Delivered,No,4.0,Mobile,MEGA5,D,Discount-driven sales,No,1,7,6,7,1,1,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,4.0,10.0,8.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,7.0,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,0.0,5.216730038022813,3.15,3.5199260746454497,7673.438842727081,Overstock,Apply Discount
ORD50028,2024-01-07,4004,Mixer Grinder,Kitchen,CookCraft,CUST3038,Repeat,East,Guwahati,West Bengal,2,1345,0,51,103,NetBanking,Direct,Delivered,No,4.3,Mobile,Unknown,B,Premium segment,No,1,7,6,7,1,1,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,4.0,5.0,6.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,12.0,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,0.0,5.216730038022813,3.2325581395348837,3.0466829933649473,4097.788626075854,Overstock,Apply Discount
ORD50026,2024-01-07,2001,Running Shoes,Fashion,SprintX,CUST3033,New,East,Bhubaneswar,West Bengal,4,1400,12,182,103,COD,Direct,Delivered,No,4.0,Tablet,FLASH30,B,Premium segment,Yes,1,7,6,7,1,1,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,2.0,18.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.123579713751332,5773.011599251865,Overstock,Apply Discount
ORD50024,2024-01-07,3003,Smart Scale,Health,HealWell,CUST3018,New,North,Lucknow,Delhi,3,2465,10,75,0,UPI,Warehouse,Processing,No,4.6,Desktop,Unknown,B,Discount-driven sales,No,1,7,6,7,1,1,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,3.0,9.0,11.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,18.0,2.0,3.0,3.0,3.0,2.5,2.5,0.7071067811865476,2.5,2.5,2.73593530587351,6744.080528978202,Overstock,Apply Discount
ORD50025,2024-01-07,5005,Exam Guide,Books,ReadSphere,CUST3066,Repeat,West,Rajkot,Gujarat,11,480,0,337,103,UPI,Direct,Delivered,No,4.0,Desktop,Unknown,D,High repeat orders,No,1,7,6,7,1,1,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.0,16.0,13.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,8.0,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,0.0,5.216730038022813,4.055555555555555,9.654583333333333,4634.2,Overstock,Apply Discount
ORD50031,2024-01-08,5002,Startup Playbook,Books,BookNest,CUST3014,VIP,North,Jaipur,Delhi,4,1870,0,158,85,Card,Marketplace,Delivered,No,3.5,Tablet,SAVE15,B,Premium segment,Yes,1,8,0,8,2,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.0,1.0,8.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,21.0,5.0,5.0,4.0,4.0,4.666666666666667,4.666666666666667,0.5773502691896257,4.666666666666667,4.666666666666667,4.866041981609092,9099.498505609,Overstock,Apply Discount
ORD50029,2024-01-08,3003,Smart Scale,Health,HealWell,CUST3068,New,North,Chandigarh,Delhi,3,2465,12,57,99,NetBanking,Direct,Delivered,Yes,4.4,Mobile,Unknown,B,Stable demand,Yes,1,8,0,8,2,0,0.0,1.0,0.49999999999999994,0.8660254037844387,3.0,9.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,18.0,3.0,2.0,3.0,3.0,2.6666666666666665,2.6666666666666665,0.5773502691896258,2.6666666666666665,2.6666666666666665,2.742471725850094,6760.192804220482,Overstock,Apply Discount
ORD50030,2024-01-08,3001,Yoga Mat,Health,FlexFit,CUST3032,New,South,Kochi,Karnataka,5,1445,15,135,49,NetBanking,Warehouse,Delivered,Yes,4.9,Mobile,SAVE15,A,Stable demand,No,1,8,0,8,2,0,0.0,1.0,0.49999999999999994,0.8660254037844387,3.0,8.0,9.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,24.0,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,0.0,5.216730038022813,4.173913043478261,4.52906238152477,6544.495141303292,Overstock,Apply Discount
ORD50033,2024-01-09,4004,Mixer Grinder,Kitchen,CookCraft,CUST3058,VIP,East,Kolkata,West Bengal,2,1345,12,106,103,Card,Marketplace,Delivered,No,4.4,Tablet,Unknown,D,Discount-driven sales,No,1,9,1,9,2,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,4.0,5.0,10.0,3.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.02670058818344,2725.912291106727,Overstock,Apply Discount
ORD50032,2024-01-09,2005,Casual Sneakers,Fashion,StreetRoot,CUST3038,VIP,North,Delhi,Delhi,6,1585,12,170,67,Wallet,Warehouse,Delivered,No,3.3,Tablet,Unknown,C,Stable demand,No,1,9,1,9,2,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,2.0,19.0,5.0,0.0,1.0,2.0,4.0,2.0,0.0,2.0,0.0,3.0,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,0.0,5.216730038022813,8.271186440677965,4.765907713146535,7553.963725337258,Overstock,Apply Discount
ORD50034,2024-01-09,5002,Startup Playbook,Books,BookNest,CUST3031,Repeat,North,Delhi,Delhi,6,1870,10,173,103,Wallet,Direct,Delivered,No,4.1,Desktop,FEST20,D,Seasonal demand,No,1,9,1,9,2,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.0,1.0,5.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,21.0,4.0,5.0,5.0,5.0,4.666666666666667,4.5,0.5773502691896257,4.5,4.5,5.491533922982823,10269.16843597788,Overstock,Apply Discount
ORD50039,2024-01-10,4003,Knife Set,Kitchen,KitchenHub,CUST3048,Repeat,West,Rajkot,Gujarat,3,1810,0,99,0,NetBanking,Marketplace,Shipped,No,3.7,Tablet,NEW10,A,Seasonal demand,No,1,10,2,10,2,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,4.0,11.0,13.0,1.0,3.0,1.0,2.0,1.0,0.0,2.0,2.0,10.0,3.0,2.0,2.0,2.0,2.5,2.5,0.7071067811865476,2.5,2.5,2.846570033280009,5152.291760236816,Overstock,Apply Discount
ORD50036,2024-01-10,2004,Travel Hoodie,Fashion,ModaCrew,CUST3045,VIP,South,Kochi,Karnataka,2,2790,15,131,85,NetBanking,Marketplace,Delivered,No,4.5,Desktop,SAVE15,B,Seasonal demand,Yes,1,10,2,10,2,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,2.0,14.0,9.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,22.0,1.0,2.0,2.0,2.0,1.5,1.5,0.7071067811865476,1.5,1.5,2.000013770732717,5580.03842034428,Overstock,Apply Discount
ORD50037,2024-01-10,4005,Electric Kettle,Kitchen,HeatWave,CUST3022,Repeat,North,Lucknow,Delhi,4,2180,8,121,0,UPI,Direct,Delivered,No,5.0,Tablet,FLASH30,B,Discount-driven sales,Yes,1,10,2,10,2,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,4.0,10.0,11.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.075876107499747,8885.409914349448,Overstock,Apply Discount
ORD50038,2024-01-10,5003,Programming Basics,Books,MindPress,CUST3006,Repeat,East,Guwahati,West Bengal,8,665,8,305,67,NetBanking,Warehouse,Shipped,No,3.3,Tablet,NEW10,B,Seasonal demand,No,1,10,2,10,2,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0.0,13.0,6.0,3.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,14.0,11.0,11.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,8.961446256038649,5959.361760265701,Overstock,Apply Discount
ORD50035,2024-01-10,3001,Yoga Mat,Health,FlexFit,CUST3030,VIP,North,Chandigarh,Delhi,4,1445,5,160,0,NetBanking,Direct,Delivered,No,3.2,Desktop,MEGA5,D,Seasonal demand,Yes,1,10,2,10,2,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,3.0,8.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,24.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,4.496854455023829,6497.954687509433,Overstock,Apply Discount
ORD50044,2024-01-11,4003,Knife Set,Kitchen,KitchenHub,CUST3051,VIP,South,Hyderabad,Karnataka,3,1810,15,118,0,UPI,Direct,Shipped,No,3.3,Tablet,Unknown,D,Discount-driven sales,No,1,11,3,11,2,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,4.0,11.0,7.0,2.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0,10.0,3.0,3.0,2.0,2.0,2.6666666666666665,2.6666666666666665,0.5773502691896258,2.6666666666666665,2.6666666666666665,2.8459424217519445,5151.155783371019,Overstock,Apply Discount
ORD50040,2024-01-11,5002,Startup Playbook,Books,BookNest,CUST3029,Repeat,East,Guwahati,West Bengal,4,1870,0,183,67,COD,Direct,Shipped,Yes,3.6,Desktop,MEGA5,D,Stable demand,No,1,11,3,11,2,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.0,1.0,6.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,21.0,6.0,4.0,5.0,5.0,5.0,4.8,0.8366600265340756,4.8,4.8,4.650522282324997,8696.476667947743,Overstock,Apply Discount
ORD50041,2024-01-11,1003,Gaming Headset,Electronics,VisionOne,CUST3039,VIP,North,Delhi,Delhi,3,2170,8,94,103,Wallet,Marketplace,Delivered,No,3.7,Desktop,FLASH30,D,Discount-driven sales,Yes,1,11,3,11,2,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,1.0,22.0,5.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,9.0,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,0.0,5.216730038022813,14.728813559322035,4.04988940793707,8788.260015223443,Overstock,Apply Discount
ORD50043,2024-01-11,2003,Sports T-Shirt,Fashion,FitWear,CUST3044,Repeat,East,Guwahati,West Bengal,6,1955,8,189,0,COD,Marketplace,Delivered,No,3.8,Tablet,Unknown,C,Discount-driven sales,No,1,11,3,11,2,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,2.0,7.0,6.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,20.0,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,5.216730038022813,0.0,5.216730038022813,2.1206896551724137,4.911912810629308,9602.789544780297,Overstock,Apply Discount
ORD50042,2024-01-11,2001,Running Shoes,Fashion,SprintX,CUST3029,VIP,South,Hyderabad,Karnataka,3,1400,12,130,99,Wallet,Direct,Processing,No,4.4,Desktop,NEW10,B,Discount-driven sales,No,1,11,3,11,2,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,2.0,18.0,7.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,17.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,3.9175948076159903,5484.632730662386,Overstock,Apply Discount
ORD50047,2024-01-12,1005,Power Bank,Electronics,ByteCraft,CUST3068,Repeat,South,Kochi,Karnataka,5,2725,0,179,49,COD,Marketplace,Delivered,No,4.0,Desktop,MEGA5,B,High repeat orders,No,1,12,4,12,2,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,1.0,3.0,9.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0857810167568065,13858.753270662297,Overstock,Apply Discount
ORD50048,2024-01-12,2005,Casual Sneakers,Fashion,StreetRoot,CUST3019,Repeat,South,Kochi,Karnataka,5,1585,12,183,0,UPI,Warehouse,Delivered,No,4.8,Desktop,SAVE15,D,Stable demand,No,1,12,4,12,2,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,2.0,19.0,9.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,5.558839087729661,8810.759954051513,Overstock,Apply Discount
